text,labels
Officials say the woman is the wife of one of the three Iraqi suicide bombers who killed 57 people at three hotels .,O O O O O O O O O O O O B-gpe O O O O O O O O O O
They say her bomb failed to go off at a wedding reception at the Radisson Hotel and that her husband made her leave before blowing himself up .,O O O O O O O O O O O O O O B-org I-org O O O O O O O O O O O O
"The press freedom group , Reporters Without Borders , has called on the Pentagon to make what it calls a proper investigation .",O O O O O B-org I-org I-org O O O O O B-org O O O O O O O O O
Jordanian authorities say the woman also had a brother who was a key aide to al-Qaida in Iraq leader Abu Musab al-Zarqawi and who was killed in the Iraqi city of Fallujah .,O O O O O O O O O O O O O O O B-org O B-geo O B-per I-per I-per O O O O O O B-gpe O O B-geo O
The group claimed responsibility for the hotel bombings .,O O O O O O O O O
They say the woman will appear on Jordanian television later Sunday to identify herself and make a confession .,O O O O O O O O O B-tim I-tim O O O O O O O O
"Hong Kong Chief Executive Tung Chee-hwa met Saturday with Chinese President Hu Jintao , amid expectations the territory 's unpopular leader will resign .",B-geo I-geo O O B-per I-per O B-tim O B-gpe B-per I-per I-per O O O O O O O O O O O
"Mr. Tung is in Beijing to attend a meeting of China 's nominal lower house , the Chinese People 's Political Consultative Conference ( CPPCC ) .",B-per I-per O O B-geo O O O O O B-geo O O O O O O B-gpe O O O O O O O O O
President Hu congratulated the Hong Kong leader on becoming a CPPCC member .,B-per I-per O O B-geo I-geo O O O O B-org O O
He told Mr. Tung that his experience in ruling Hong Kong would be useful for his work in the body .,O O B-per I-per O O O O O B-geo I-geo O O O O O O O O O O
Expectations that Mr. Tung would retire as Hong Kong 's leader more than two years from the end of his term have intensified since it was announced last week he was joining the CPPCC .,O O B-per I-per O O O B-geo I-geo O O O O O O O O O O O O O O O O O O O O O O O O B-org O
"However , Mr. Tung has yet to indicate he will quit .",O O B-per I-per O O O O O O O O
"Iran 's Supreme Leader Ayatollah Ali Khamenei has repeated that his country has no interest in building nuclear bombs , but that possessing nuclear technology is its legal right .",B-geo O B-org I-org I-org I-org I-org O O O O O O O O O O O O O O O O O O O O O O O
Russia is warning it will take retaliatory steps if any country deploys weapons in space .,B-geo O O O O O O O O O O O O O O O
Ayatollah Khamenei told thousands of worshippers at Friday prayers in Tehran that Western nations are trying to mislead public opinion with accusations that Tehran is seeking to build nuclear weapons .,B-org I-org O O O O O B-tim O O B-geo O B-geo O O O O O O O O O O B-geo O O O O O O O
He said Iran only seeks to generate nuclear power for electricity .,O O B-geo O O O O O O O O O
"The Europeans have offered to sell Iran nuclear fuel , but Ayatollah Khamenei rejected that , saying it would mean Iranian dependence on foreign powers .",O B-gpe O O O O B-geo O O O O B-org I-org O O O O O O O B-gpe O O O O O
The Europeans have been conducting negotiations with Iran in hopes of persuading Tehran to permanently halt their uranium enrichment activities in exchange for a package of political and economic incentives .,O B-gpe O O O O O B-geo O O O O B-geo O O O O O O O O O O O O O O O O O O
North Korea announced Saturday it will close two aviation routes through its air space from April 4 through April 8 during a planned rocket launch .,B-geo I-geo O B-tim O O O O O O O O O O O B-tim I-tim I-tim I-tim I-tim O O O O O O
The North says it will launch a communication satellite .,O B-geo O O O O O O O O
"The United States , Japan and South Korea say Pyongyang intends to test a long-range ballistic missile .",O B-geo I-geo O B-geo O B-geo I-geo O B-geo O O O O O O O O
They say the launch would violate a U.N. Security Council resolution imposed in 2006 after North Korea tested long range missiles and a nuclear weapon .,O O O O O O O B-org I-org I-org O O O B-tim O B-geo I-geo O O O O O O O O O
Japan and South Korea have warned North Korea it will face a strong international response if it goes ahead with the launch .,B-geo O B-geo I-geo O O B-geo I-geo O O O O O O O O O O O O O O O
Japan has said it will attempt to shoot down missiles headed toward its territory .,B-geo O O O O O O O O O O O O O O
Russian Defense Minister Sergei Ivanov says Moscow 's position on the issue has remained unchanged for decades in that Russia remains categorically against the militarization of space .,B-gpe O O B-per I-per O B-geo O O O O O O O O O O O O B-geo O O O O O O O O
Top U.S. military commanders told members of Congress this week the American military is probably capable of shooting down a long-range North Korean missile if it threatens U.S. territory .,O B-geo O O O O O B-org O O O B-gpe O O O O O O O O O B-geo B-gpe O O O O B-geo O O
Arab broadcaster Al Jazeera has telecast a videotape that shows an Afghan warlord wanted by the United States as saying that he and his followers want to support Osama bin Laden .,B-gpe O B-per I-per O O O O O O O B-gpe O O O O B-geo I-geo O O O O O O O O O O B-per I-per I-per O
"On the tape , Gulbuddin Hekmatyar says he hopes to participate and support bin Laden 's battle .",O O O O B-org I-org O O O O O O O B-per I-per O O O
Hekmatyar 's Hizb-e-Islami faction helped end the Soviet occupation of Afghanistan .,B-org O O O O O O O O O B-geo O
"After that , he was Afghanistan 's prime minister from June 1993 to June 1994 .",O O O O O B-geo O O O O B-tim I-tim I-tim I-tim I-tim O
The Taleban chased him out of Kabul in 1996 .,O B-org O O O O B-geo O B-tim O
His group has been blamed for several recent attacks against U.S.-led coalition forces in Afghanistan .,O O O O O O O O O O O O O O B-geo O
Hekmatyar 's videotape comes less than two weeks after bin Laden and his number two Ayman al-Zawahiri issued messages on the so-called war on Islam and the political and security situations in Iraq .,B-org O O O O O B-tim O O B-per I-per O O O O B-org I-org O O O O O O O B-geo O O O O O O O B-geo O
Al Jazeera did not say how it received the tape and it was not clear when it was made .,B-per I-per O O O O O O O O O O O O O O O O O O
Egypt 's former foreign minister Ahmed Maher has died at the age of 75 .,B-geo O O O O B-per I-per O O O O O O O O
He made the comments Thursday in Kazakhstan .,O O O O B-tim O B-geo O
Egypt 's MENA news agency says Maher died in a hospital Monday due to unspecified health problems .,B-geo O B-org O O O B-per O O O O B-tim O O O O O O
Maher served as Egypt 's top diplomat from 2001 until 2004 .,B-per O O B-geo O O O B-tim I-tim I-tim I-tim O
"A career diplomat , he participated in the Camp David peace talks between Israel and Egypt in 1978 .",O O O O O O O O B-geo I-geo O O O B-geo O B-geo O B-tim O
Maher was attacked by Palestinian activists in 2003 while visiting al-Aqsa mosque in Jerusalem .,B-per O O O B-gpe O O B-tim O O O O O B-geo O
"The activists threw shoes at him , a deep insult in the Arab world .",O O O O O O O O O O O O B-gpe O O
"The incident did not seriously injure Maher , but it underscored tensions surrounding efforts at the time to restart peace talks between Israelis and Palestinians .",O O O O O O B-per O O O O O O O O O O O O O O O B-gpe O B-gpe O
"Suspected Islamic militants fired a barrage of rockets into a town in northwest Pakistan Wednesday , killing at least nine civilians .",O O O O O O O O O O O O B-geo I-geo B-tim O O O O O O O
"Homes were destroyed and around 40 people were wounded during the attack in Bannu , a town in Pakistan 's troubled Northwest Frontier Province .",O O O O O O O O O O O O O B-geo O O O O B-geo O O B-org I-org I-org O
That area is where the United States says Osama bin Laden 's al-Qaida network has set up safe havens .,O O O O O B-geo I-geo O B-per I-per I-per O B-org O O O O O O O
Pakistan has seen a wave of militant attacks and suicide bombings since security forces raided a radical mosque in Islamabad .,B-geo O O O O O O O O O O O O O O O O O O B-geo O
Conservationists hope she will help draw attention to the threats facing the giant panda -- one of China 's national symbols .,O O O O O O O O O O O O O O O O O B-gpe O O O O
"Last month , White House press secretary Scott McClellan said the United States is reviewing a draft updated national space policy - but that policy does not look at the weaponization of space .",O O O B-org I-org O O B-per I-per O O B-geo I-geo O O O O O O O O O O O O O O O O O O O O O
"More than 100 people were killed in the operation , including a top cleric .",O O O O O O O O O O O O O O O
"On Tuesday , a top Taleban militant blew himself up to avoid arrest by Pakistani forces who had surrounded his hideout in the southwestern Baluchistan province .",O B-tim O O O B-org O O O O O O O O B-gpe O O O O O O O O O B-geo O O
Pakistani officials called Abdullah Mehsud 's death a major achievement for the government as it faces U.S. pressure to crack down on extremists .,B-gpe O O B-per I-per O O O O O O O O O O O B-geo O O O O O O O
NATO Secretary-General Jaap de Hoop Scheffer says the door is open for the former Soviet republic of Georgia to join the alliance .,B-org I-org I-org I-org I-org I-org O O O O O O O O B-geo I-geo I-geo I-geo O O O O O
De Hoop Scheffer said Thursday he is encouraged by Georgia 's improvements in recent years .,O B-org I-org O B-tim O O O O B-geo O O O B-tim O O
But he added Tbilisi still needs to implement judicial and other democratic reforms before Georgia can gain NATO entry .,O O O B-geo O O O O O O O O O O B-geo O O B-org O O
"The NATO chief made his comments at a news conference after conferring with Georgia 's president , Mikhail Saakashvili , in the town of Singnaghi .",O B-org O O O O O O O O O O O B-geo O O O B-per I-per O O O O B-geo I-geo O
"Earlier in the day , de Hoop Scheffer also met with other senior Georgian officials",O O O B-tim O B-org I-org I-org O O O O O B-gpe O
Georgia has been striving to build closer ties with the United States and other Western countries as it actively seeks NATO entry .,B-geo O O O O O O O O O B-geo I-geo O O O O O O O O B-org O O
Neighboring Russia opposes Georgia 's NATO membership aspirations .,O B-geo O B-geo O B-org O O O
"However , he did say that protecting U.S. space systems is something that has to be considered .",O O O O O O O B-geo O O O O O O O O O O
Israel allowed three Turkish ships from the fatal Gaza-bound flotilla to leave on Thursday and head back to Turkey .,B-geo O O B-gpe O O O O O O O O O B-tim O O O O B-geo O
Turkish tugboats at the port of Haifa Thursday morning towed the Mavi Marmaraout to sea .,B-gpe O O O O O B-geo B-tim I-tim O O B-geo I-geo O O O
The passenger ship was at the center of a high seas Israeli raid on May 31 that left nine people dead .,O O O O O O O O O O O B-gpe O O B-tim I-tim O O O O O O
